자치구,대여소명,기준년월,대여건수,반납건수
송파구,4893. 문정법조단지12,202404,2735,2989
송파구,4895. 송파레이크힐 상가,202404,1540,1552
송파구,4896. 송파레이크힐,202404,200,190
송파구,4897. 잠실주공5단지1,202404,3396,3437
송파구,5751. 송파여성축구장,202404,767,766
송파구,5752. 풍납백제문화공원 옆 인근,202404,3711,4138
송파구,5753. 호반써밋,202404,931,861
송파구,5756. 극동아파트,202404,1403,1407
송파구,5758. 올림픽선수기자촌아파트 123동 근처,202404,726,561
송파구,5759. 풍납근린공원,202404,1440,1414
송파구,5760. 풍납사거리 성내유수지,202404,1337,1316
송파구,5761. 버섯분수대,202404,1558,1549
송파구,5763. 세륜초등학교 건너편,202404,485,356
송파구,5764. 한국체육대학교,202404,948,951
송파구,5765. 삼전동주민센터 건너편,202404,2582,2851
송파구,5766. 북위례1,202404,539,259
송파구,5767. 북위례2,202404,393,347
송파구,5768.방이삼거리,202404,7158,7512
송파구,5773. 송파시그니처롯데캐슬,202404,388,410
송파구,5774. 가락본동주민센터 인근,202404,1915,1991
송파구,5775. 가락시장역 5번출구,202404,1057,1035
송파구,5777. 호반써밋12단지,202404,764,736
송파구,5778. 북위례3,202404,651,365
송파구,5779. 나래교,202404,408,371
송파구,5780. 송파세무서,202404,38,40
양천구,4507. 신정제일시장,202404,1418,1444
양천구,4508. 유원목동아파트 103동 앞,202404,3918,4007
양천구,4509. 서울영상고교 입구,202404,4070,4259
양천구,4510. 신정네거리역 교차로,202404,1845,1842
양천구,4512. 목동13_14단지 사거리,202404,1515,1167
양천구,4514. 목동성당 앞,202404,3608,3178
양천구,4515. 동문굿모닝탑,202404,4101,4221
양천구,4517. 성보하이드로빌딩,202404,1787,1781
양천구,4518. 청기와빌딩,202404,1223,1294
양천구,4519. 양원보도육교,202404,745,734
양천구,4520. 대성유니드아파트,202404,1204,1637
양천구,4522. 신곡시장,202404,2097,2676
양천구,4523. 구립양천어르신요양센터,202404,204,111
양천구,4526. 목동아파트2단지 222동 앞,202404,1648,1688
양천구,4527. 목동신시가지아파트6단지,202404,2949,2914
양천구,4528. 양천구청역 1번출구,202404,1527,1456
양천구,4530. 방아다리어린이공원,202404,895,768
양천구,4531. 목동아파트 613동 앞,202404,3910,3924
양천구,4532. 목동현대아파트 후문 앞,202404,1872,1836
양천구,4535. 목동12단지 아파트,202404,3328,3339
양천구,4536. 양천해누리체육공원,202404,1294,1471
양천구,4537. 서울남부지방검찰청 후문 ,202404,1932,1400
양천구,4538. 양천공영차고지,202404,225,203
양천구,4539. 목동7단지아파트 A상가,202404,1180,999
양천구,4540. 목동역 3번 출구,202404,6060,6762
양천구,4541. 갈산문화예술센터,202404,2300,2356
양천구,4542. 월정초 사거리,202404,1111,1283
양천구,4543. 오목교역 6번 출구,202404,4229,4741
양천구,4544.경창시장,202404,1054,1587
양천구,4545. 청소년음악센터,202404,1080,977
양천구,4546. 목동운동장 주경기장,202404,673,691
양천구,700. KB국민은행 염창역 지점 앞,202404,951,968
양천구,701. 목동사거리 부근,202404,2686,2808
양천구,702. 목4동주민센터 옆,202404,2691,2702
양천구,703. 오목교역 7번출구 앞,202404,3827,4299
양천구,704. 남부법원검찰청 교차로,202404,3390,3331
양천구,706. 신정네거리역,202404,1354,1220
양천구,708. 서울출입국관리사무소 앞,202404,4789,4957
양천구,709. 신정3동 현장민원실 앞,202404,1036,976
양천구,710. 금옥여고보도육교,202404,818,819
양천구,711. 신일해피트리아파트 앞,202404,1421,326
양천구,712. 강월초교입구 사거리,202404,1044,1378
양천구,713. 양서중학교 옆,202404,1007,911
양천구,714. 한국SGI 양천문화회관 앞,202404,1131,969
양천구,716.신정6동 주민센터 인근,202404,1801,1704
양천구,719. 홍익병원앞 교차로,202404,2318,2326
양천구,720. 서울강월초등학교 앞,202404,822,449
양천구,722. 경서농협 버스정류장(우리은행신정동지점방향),202404,1552,1642
양천구,723. SBS방송국,202404,3028,3078
양천구,724. 계남공원 입구 주출입구 좌측,202404,336,209
양천구,725. 양강중학교앞 교차로,202404,376,359
양천구,726. 목동3단지 시내버스정류장,202404,4544,4657
양천구,729. 서부식자재마트 건너편,202404,2321,2441
양천구,731. 서울시 도로환경관리센터,202404,4135,4317
양천구,732. 신월중학교,202404,1187,1206
양천구,733. 신정이펜하우스314동,202404,860,525
양천구,734. 신트리공원 입구,202404,3801,3841
양천구,735. 영도초등학교,202404,3589,3897
양천구,736. 오솔길공원,202404,1439,1582
양천구,737. 장수공원,202404,1168,1142
양천구,739. 신월사거리,202404,2006,2071
양천구,740. 으뜸공원,202404,382,471
양천구,741. 화곡로 입구 교차로,202404,467,456
양천구,742. 등촌역 5번 출구 뒤,202404,1199,1211
양천구,743. 현대6차아파트 101동 옆,202404,1397,1480
양천구,744. 신목동역 2번 출구,202404,4444,4105
양천구,745. 강서초등학교,202404,882,1034
양천구,746. 목동2단지 상가,202404,5057,5193
양천구,747. 목동3단지 상가,202404,3235,3247
양천구,748. 목동운동장,202404,761,822
양천구,749. 이대목동병원보도육교,202404,2174,2293
양천구,750. 연의근린공원 건너편,202404,1233,1346
양천구,752. 성원2차 아파트,202404,1296,1135
양천구,754. 목동1단지아파트 118동 앞,202404,2398,2444
양천구,755. 목동1단지아파트 상가 앞,202404,3928,3913
양천구,756. 목동주차장,202404,1983,2005
양천구,757. 신정이펜하우스 1단지아파트 입구 사거리,202404,814,500
양천구,758. 한사랑교회 앞,202404,1140,1156
양천구,759. 보아스아파트 앞,202404,987,1129
양천구,760. 잣절보도육교 아래,202404,692,656
양천구,762. 오목로 무중력지대 앞,202404,1837,1736
양천구,763. 목동11단지 아파트,202404,1424,1307
양천구,765. 오목교역 3번출구,202404,6775,7211
양천구,766. 신목동역 3번출구,202404,1942,2016
양천구,767.신정숲속마을아파트,202404,789,314
양천구,768.목동5단지아파트 501동,202404,2734,2727
양천구,769.CBS방송국 앞,202404,6510,6550
양천구,770.목동역5번출구 교통정보센터 앞,202404,5684,6169
양천구,771.목동아파트 703동 앞,202404,2712,2884
양천구,"773.염창역 3, 4번 출구 사이",202404,2671,2651
양천구,774.등촌역 4번 출구 ,202404,1014,1010
양천구,775.세종그랑시아 앞(102동),202404,1385,952
양천구,776.목마공원,202404,836,734
양천구,777.신월6차보람아파트 앞,202404,1574,1905
양천구,779. 신정1동 주민센터 앞,202404,3935,4519
양천구,780.신정교 하부,202404,4094,4635
양천구,781.신정보도육교 아래,202404,4595,4843
양천구,782.서남병원 후문,202404,1300,766
양천구,"785.양천구청, 보건소 사잇길",202404,6856,6987
양천구,786.목동아파트 8단지 상가동 앞,202404,2977,3047
양천구,787.양천아파트 입구,202404,4445,4389
양천구,788.양천구청역 2번출구 옆,202404,3499,3701
양천구,791.현대하이페리온,202404,3977,3839
양천구,792.목동트라팰리스 웨스턴에비뉴,202404,6048,6040
양천구,793.목동5단지아파트 534동,202404,3879,3606
양천구,794.양천문화회관,202404,3049,3042
양천구,795.양천 해누리타운,202404,3980,4006
양천구,796.목동아파트 14단지 B상가 앞,202404,2707,2758
양천구,797.목동아파트 1422동 1434동 사잇길,202404,4720,4764
영등포구,200. 국회의원회관,202404,165,129
영등포구,201. 진미파라곤 앞,202404,3982,3999
영등포구,202. 국민일보 앞,202404,6184,6443
영등포구,203. 국회의사당역 3번출구 옆,202404,2698,2633
영등포구,204. 국회의사당역 5번출구 옆,202404,1832,1732
영등포구,205. 산업은행 앞,202404,3128,3008
영등포구,206. KBS 앞,202404,4135,3739
영등포구,207. 여의나루역 1번출구 앞,202404,12642,11831
영등포구,209. 유진투자증권빌딩 앞,202404,3480,3639
영등포구,213. KT앞,202404,4156,3247
영등포구,214. 금융감독원 앞,202404,2441,2312
영등포구,215. 여의도고교 앞,202404,2675,2780
영등포구,217. NH농협은행 앞,202404,4373,4461
영등포구,219. 롯데캐슬엠파이어 옆,202404,3472,3449
영등포구,220. 미성아파트 A동 앞,202404,2029,1825
영등포구,221. 여의도초교 앞,202404,2552,2552
영등포구,222. 시범아파트버스정류장 옆,202404,2654,2663
영등포구,223. 진주아파트상가 앞,202404,1407,1305
영등포구,224. 롯데캐슬 앞,202404,2927,2884
영등포구,225. 앙카라공원 앞,202404,2753,2224
영등포구,226. 샛강역 1번출구 앞,202404,3371,2819
영등포구,227. 양평2나들목 보행통로 입구,202404,3658,4313
영등포구,228. 선유도역 3번출구 앞,202404,5769,6023
영등포구,229. 양평1 보행육교 앞,202404,4007,4004
영등포구,230. 영등포구청역 1번출구,202404,9417,9330
영등포구,231. 남부고용노동지청 남측,202404,2484,2488
영등포구,232. 양평우림 이비즈센타 앞,202404,3281,3185
영등포구,233. 양평1동 YP센터 앞,202404,964,963
영등포구,235. 신길동 우리은행 옆,202404,878,857
영등포구,236. 문래동자이아파트 앞,202404,4257,4275
영등포구,238. 제2구민체육센타 앞,202404,3018,2974
영등포구,239. 유스호스텔 앞,202404,2073,1900
영등포구,240. 문래역 4번출구 앞,202404,4660,4606
영등포구,241. 신길우성1차아파트 앞 공원,202404,1032,1018
영등포구,242. 신길선원가와인아파트 앞,202404,1327,810
영등포구,243. 이앤씨드림타워 앞,202404,4246,4297
영등포구,244. 영등포삼환아파트 앞,202404,2299,2191
영등포구,245. 삼성생명 당산사옥 앞,202404,3793,3812
영등포구,247. 당산역 10번출구 앞,202404,6601,6614
영등포구,248. 초원아파트 앞,202404,1756,1786
영등포구,249. 여의도중학교 옆,202404,3820,3948
영등포구,250. 대림아파트 사거리,202404,973,942
영등포구,251. 서울지방병무청 버스정류장,202404,1380,1202
영등포구,252. 보라매역4번출구,202404,2095,2305
영등포구,254. 도림신협 앞,202404,1975,2066
영등포구,255. 도림사거리,202404,1801,1777
영등포구,256. 동아에코빌입구,202404,1493,1389
영등포구,258. 신길역3번출구,202404,2519,2475
영등포구,259. 대방역6번출구,202404,4077,4636
영등포구,260. 여의도 마리나선착장 앞,202404,590,563
영등포구,262. 영문초등학교 사거리,202404,5340,5315
영등포구,263. 근로자회관 사거리,202404,4696,4659
영등포구,264. 교보생명보험 앞,202404,2041,1677
영등포구,265. 영등포유통상가 사거리,202404,2161,2005
영등포구,266. 영등포청과시장 사거리,202404,2021,1987
영등포구,267. 삼성화재 사옥 옆,202404,2869,2803
영등포구,268. 그랜드컨벤션센터 앞,202404,2624,2578
영등포구,270. 증권거래소후문교차로,202404,2014,1966
영등포구,271. 샛강생태공원방문자센터 앞,202404,1035,856
영등포구,272. 당산육갑문,202404,9449,10155
영등포구,275. 신동아아파트,202404,3631,3669
영등포구,276. 영등포로터리2,202404,2230,2240
영등포구,278. 쌍용플레티넘오피스텔,202404,3470,3162
영등포구,279. 영등포 푸르지오 아파트 B,202404,2469,2032
영등포구,280. 양평동6차현대아파트 앞,202404,3908,3875
영등포구,281. 대림신동아아파트 앞,202404,1509,1482
영등포구,282. 신한은행 대림동지점,202404,991,969
영등포구,283. 아크로타워 스퀘어(영등포시장),202404,3652,3696
영등포구,284. 센트럴 푸르지오 시티 앞,202404,2951,2776
영등포구,285. 콤텍시스템 앞,202404,1108,1148
영등포구,286. 우성아파트 교차로,202404,1289,1341
영등포구,287. 영등포전화국사거리 (서강어린이공원),202404,3156,3204
영등포구,288. 쌍용예가(구청별관),202404,1611,1594
영등포구,289. 대림3동사거리,202404,1565,1579
영등포구,290. 새말소공원,202404,2961,2800
영등포구,291. 문래동 하이테크 시티,202404,3587,3511
영등포구,292. 영일 어린이공원,202404,1697,1682
영등포구,293. 충북 미래관,202404,4289,4123
영등포구,295.영등포공원 분수대 앞,202404,445,413
영등포구,296.KT플라자 영등포점,202404,2947,2824
영등포구,297.국회3문,202404,203,203
영등포구,298.KBS 연구동 건너편,202404,1860,1160
영등포구,299.여의도 순복음교회,202404,859,861
영등포구,3201.당산skv1센터,202404,2072,2067
영등포구,3202.당산롯데캐슬프레스티지,202404,3658,3609
영등포구,3203.도림동배드민턴체육관,202404,1501,1439
영등포구,3204.도림고가도로 밑,202404,1288,1277
영등포구,3205.문래현대2차,202404,2977,3146
영등포구,3206.문래동 주민센터,202404,1436,1402
영등포구,3207.양남사거리1,202404,1222,1161
영등포구,3211.신길 래미안 프레비뉴,202404,800,791
영등포구,3212.신풍역 6번출구,202404,2255,2328
영등포구,3214.영등포 푸르지오 아파트 A,202404,2289,2079
영등포구,3215.강변삼성래미안,202404,1779,1632
영등포구,3219.영등포역 1번출구,202404,4109,4573
영등포구,3220.래미안에스티움 앞 (신풍로),202404,1502,1587
영등포구,3221.서울특별시 남부교육지원청,202404,1137,1036
영등포구,4552. 코레일유통본사,202404,1284,1277
영등포구,4553. 당산삼성2차아파트,202404,3160,3078
영등포구,4555. 대림우성2차아파트,202404,670,688
영등포구,4556. 리버뷰신안인스빌1차 후문,202404,1826,1845
영등포구,4557. 리버뷰신안인스빌2차 후문,202404,2033,1888
영등포구,4558. 대영중고 후문,202404,1298,1430
영등포구,4559. 신길역 2번출구,202404,2166,1791
영등포구,4560. 양평동성원아파트,202404,2105,2086
영등포구,4561. 양평역 1번출구,202404,4859,4843
영등포구,4563. 여의도 은하아파트,202404,946,916
영등포구,4564. 63스퀘어,202404,3708,4160
영등포구,4565. 영등포 신세계백화점,202404,6384,6398
영등포구,4566. 대림성원상떼빌아파트,202404,2284,2444
영등포구,4567. 한림대학교 강남성심병원 신관,202404,2105,2301
영등포구,4568. 영등포로터리,202404,1349,1329
영등포구,4569. 힐스테이트클래시안아파트,202404,1482,1474
영등포구,4571. 문래동롯데캐슬아파트,202404,5138,5186
영등포구,4573. 두산위브아파트,202404,826,702
영등포구,4574. 영등포시장역 포레나영등포,202404,4624,4665
영등포구,4575. 대림동 e편한세상영등포아델포레,202404,2620,2849
영등포구,4576.보라매sk뷰 108동 앞,202404,1135,1131
영등포구,4578.보라매sk뷰,202404,734,687
영등포구,4579. 국회의사당 본관,202404,464,355
영등포구,4580. 국회제2의원회관,202404,333,317
영등포구,4581. 국회소통관,202404,410,392
영등포구,4582. 국회도서관,202404,499,445
영등포구,4583. 의정관,202404,316,263
영등포구,4584. 국회2문,202404,183,129
영등포구,4585. 국회6문,202404,364,344
영등포구,4588.양남사거리2,202404,1282,1270
영등포구,4589. KRX한국거래소(1),202404,1217,1208
영등포구,4591. 신길자이아파트,202404,1124,252
영등포구,4592. 신길우성4차아파트,202404,1823,2307
영등포구,4594. 양평교 영등포대여소,202404,2643,2828
영등포구,4598. 오목교 동측 지하보도,202404,2591,2622
영등포구,4599. 대림우성아파트 사거리,202404,608,594
영등포구,4600. 서울 영등포구 우체국,202404,1897,1898
영등포구,4601.양평역2번출구 뒤,202404,1348,1230
영등포구,5851. 도림천 건널목 위,202404,2225,1975
영등포구,5852. 대림동현대2차 201동 앞,202404,546,428
영등포구,5853. 여의도역2번출구 앞,202404,1934,1718
영등포구,5854. 신한금융투자 앞,202404,6115,6330
영등포구,5855. 하이투자증권 앞,202404,2413,2413
영등포구,5857. U레지던스 앞,202404,1305,1343
영등포구,5858. 영등포역5번출구,202404,6097,7279
영등포구,5859. 여의도 삼부아파트,202404,2998,2937
영등포구,5860. 어울림병원 앞,202404,1402,1517
영등포구,5861. 보라주유소 앞,202404,682,690
영등포구,5862. 당산역11번출구,202404,4749,4833
영등포구,5864.장훈고 앞,202404,724,810
영등포구,5865.더리브오피스텔 앞,202404,2830,2134
영등포구,5866.포레나 당산,202404,3996,3933
영등포구,5867. H타워 앞,202404,3163,2989
영등포구,5868. 로프트시티오피스텔,202404,2188,2411
영등포구,5869. 영등포아트홀 앞,202404,1355,1323
영등포구,5870. LG트윈타워 앞,202404,6302,6342
영등포구,5871. 건영상가 앞,202404,593,562
영등포구,5872. 서경팰리스 앞,202404,785,774
용산구,4602. 숙명여대앞 버스정류소 주변,202404,451,166
용산구,4603. 한강GS에클라트 건너편 교통섬,202404,1025,1009
용산구,4604. 원효로다목적체육관 앞,202404,766,826
용산구,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",202404,1606,1601
용산구,4607. 국립중앙박물관 -용산가족공원 앞,202404,782,721
용산구,4608. 국립중앙박물관 정문 앞,202404,389,308
용산구,4609. 파크타워 104동 앞,202404,463,421
용산구,4610. 한남나인원 105동 앞,202404,497,508
용산구,4611. 국제루터교회 앞,202404,276,235
용산구,"4612. 한남 준 J,FSS 앞",202404,228,143
용산구,4613. 서울갤러리아 앞,202404,230,185
용산구,4615. 크라운호텔앞 버스정류소,202404,983,1034
용산구,4616. 신용산지하차도 앞,202404,864,944
용산구,4617. 동원베네스트 건너편,202404,201,218
용산구,4618. 풍전아파트 건너편,202404,988,1059
용산구,4619. 한강트럼프월드3차 앞,202404,2168,2204
용산구,4620. 삼각지역 14번 출구 앞(교통섬),202404,1341,1349
용산구,4621. 남산도서관 앞,202404,855,231
용산구,4622. 한강중학교 앞 버스정류장,202404,505,509
용산구,4623. 라인프랜즈이태원점 앞,202404,190,133
용산구,4625. 용산공원갤러리앞,202404,422,394
용산구,4627. 효창공원앞역 5번출구 옆,202404,508,467
용산구,4629. 한강초교보도육교 앞,202404,1388,1628
용산구,4632. 용산 푸르지오 파크타운 1단지 앞,202404,541,357
용산구,4633. 센트럴파크타워 앞,202404,2344,2592
용산구,4634. 이태원역 3번 출구,202404,1114,672
용산구,4636. 용산구꿈나무종합타운 앞,202404,1077,1124
용산구,4637. 용산시티파크 101동 앞,202404,715,712
용산구,4638. 청파동삼거리 앞,202404,800,868
용산구,4639. 동빙고근린공원,202404,987,1193
용산구,4640. 원효로2가 교차로,202404,935,1252
용산구,4641. 아메리칸센터,202404,711,757
용산구,4642. 용산더프라임아파트 101동 앞,202404,658,681
용산구,4643. 한가람아파트 앞,202404,1373,1453
용산구,800. 목월공원 앞,202404,1149,1102
용산구,802. 한강진역 2번 출구 앞,202404,600,276
용산구,803. 한남초교 앞 보도육교,202404,196,187
용산구,805. 문배어린이공원 앞,202404,1405,1507
용산구,806. 전자랜드 본관 앞,202404,1214,1089
용산구,807. 서울역 12번 출구 앞,202404,1271,1280
용산구,808. 서빙고동 금호맨션 앞,202404,788,755
용산구,809. 한남 유수지 복개주차장,202404,1110,1160
용산구,810. 이태원지하보도,202404,820,818
용산구,811. 녹사평역1번출구,202404,919,323
용산구,812. 용산전쟁기념관,202404,248,248
용산구,813. 삼각지역 3번출구,202404,1333,1318
용산구,815. LIG강촌아파트 103동앞,202404,1698,1690
용산구,816. 신용산역 6번출구 앞,202404,2407,2469
용산구,817. 삼각지역 4번출구 앞,202404,1395,1417
용산구,818. 숙명여대 입구 교차로,202404,1648,1775
용산구,819. 선린인터넷 고등학교,202404,1790,1868
용산구,820. 청파동입구 교차로,202404,925,892
용산구,822. 이촌1동 마을공원,202404,530,521
용산구,823. 효창동주민센터 앞,202404,503,351
용산구,825. 서빙고동 주민센터 앞,202404,3722,4517
용산구,827. 국군복지단,202404,425,287
용산구,828. 숙대입구역 8번,202404,1172,1313
용산구,829. 한강대교 북단 교차로,202404,3038,2844
용산구,830. 강변삼성스위트아파트 앞,202404,386,331
용산구,831. 이태원관광특구입구A(녹사평역쪽),202404,257,237
용산구,832. 이촌1동 주민센터 뒤,202404,1584,1697
용산구,834. 효창공원앞역 3번출구 뒤,202404,2086,2271
용산구,835. 남영역 건너편,202404,1551,1658
용산구,836. 현대자동차서비스 앞,202404,1219,1206
용산구,837. 한남나들목 입구,202404,2009,2244
용산구,838. 숙대입구역 4번출구,202404,1915,2215
용산구,839. 보광동 삼성리버빌아파트 앞,202404,1224,1241
용산구,840. 용산 파크타워 앞,202404,531,505
용산구,841. 신용산역 1번 출구,202404,2825,2890
용산구,843. 이태원관광특구B(용산구청쪽),202404,648,373
용산구,844. 이촌2동 동원베네스트 아파트 앞,202404,1508,1708
용산구,845. 용산 선인상가,202404,639,671
용산구,846. 용산중학교,202404,1407,1305
용산구,848. 삼각지12번 출구,202404,646,641
용산구,849. 삼각지 자이아파트,202404,1631,1607
용산구,850. KCC용산월츠타워 ,202404,633,619
용산구,851.효창 푸르지오 앞,202404,469,245
용산구,852. 청암자이아파트 앞,202404,1303,1055
용산구,853.용산역 맞은편,202404,5157,5287
용산구,854.HID 유족동지회 앞,202404,293,147
용산구,855.이촌역5번출구 앞,202404,291,258
용산구,857. 현대 안성타워,202404,465,228
용산구,858.녹사평역3번 출구,202404,449,316
용산구,859.남산공원 야외식물원 앞,202404,197,88
용산구,860.LG한강 자이아파트 앞,202404,1880,1906
용산구,863.이촌역2번 출구,202404,685,639
용산구,864.순천향대학병원(한남오거리),202404,1088,1116
용산구,865.하얏트호텔 앞,202404,99,27
용산구,866.브라운스톤 남산아파트,202404,638,524
용산구,867.서빙고역 광장(1번출구),202404,477,427
용산구,869.노들섬 동측 앞,202404,775,786
용산구,870.노들섬 서측 앞,202404,5991,5962
은평구,4652. 신사두산위브2차아파트 앞,202404,1362,1224
은평구,4653. 불광역 9번 출구 맞은편,202404,956,951
은평구,4657. 본 서부병원 교차로 사거리,202404,1701,1719
은평구,4658. 녹번역1번출구앞,202404,650,596
은평구,4659. 신진과학기술고등학교 버스정류장(응암시장 방면),202404,1497,1640
은평구,"4663. 불광역3,6호선 버스정류장(동명여고 방면)",202404,1242,1205
은평구,4665. 응암역3번 출구(서부경찰서 방면),202404,525,562
은평구,4667. 폭포동입구 교차로,202404,419,255
은평구,4668. 기자촌사거리 B,202404,365,125
은평구,4671. 청구성심병원 앞,202404,760,767
은평구,4672. 준빌딩 앞,202404,310,311
은평구,4674. 녹번역e편한세상 캐슬 정문 앞,202404,1473,1446
은평구,4676. 갈현1동 주민센터,202404,510,509
은평구,4677. 백련산 SK뷰 아이파크 해모로 아파트 앞,202404,1518,1543
은평구,4678. 백련산로 녹번센트레빌 ,202404,669,527
은평구,4681.박석고개(은평소방서) 앞,202404,275,251
은평구,4683. 은평 성모병원 사거리,202404,663,664
은평구,4684. 응암2동주민센터 버스정류장(영락중학교 방면),202404,570,196
은평구,4685. DMC역 5번 출구(수색역 방향),202404,2255,2174
은평구,4686. 우물골 근린공원,202404,664,659
은평구,4687. 역촌센트레빌아파트 101동 앞,202404,480,160
은평구,4689. 은평서해그랑블아파트앞,202404,908,721
은평구,4690.은평뉴타운폭포동 힐스테이트4단지,202404,267,152
은평구,4693. 수색감리교회,202404,2169,2265
은평구,900. 은평예술회관,202404,762,798
은평구,902. 진관동 은빛초등학교,202404,634,707
은평구,903. 은평뉴타운 아이파크,202404,1050,1087
은평구,904. 은평뉴타운 푸르지오,202404,952,1051
은평구,905. 구파발역 2번출구,202404,2987,3183
은평구,906. 연신내역 5번출구,202404,3569,4042
은평구,907. CJ 드림시티,202404,5419,6710
은평구,908. 구산역 4번출구,202404,1636,1627
은평구,909. 백련산 힐스테이트 3차,202404,896,290
은평구,911. 은평평화공원(역촌역4번출구),202404,2595,2617
은평구,912. 응암오거리,202404,2782,3391
은평구,913. 이마트 버스정류장(서부경찰서 방면),202404,2498,2501
은평구,914. 새절역 2번출구,202404,4028,4355
은평구,915. 증산역 4번출구,202404,2166,2421
은평구,916. 평생학습관 앞,202404,1615,1751
은평구,917. 녹번역 3번출구,202404,2127,2120
은평구,919. 서울혁신파크,202404,1065,1091
은평구,921. 신도고등학교,202404,273,176
은평구,922. 연신내역 4번출구,202404,715,713
은평구,923. 국민은행 연서지점,202404,744,757
은평구,924. 메뚜기다리,202404,156,82
은평구,925. 불광역 2번출구,202404,937,957
은평구,927. 연신내역 3번출구 인근,202404,735,725
은평구,928. 은평역사한옥박물관,202404,420,334
은평구,930. 구 서부경찰서 건너편,202404,1323,1368
은평구,931. 역촌파출소,202404,3994,4443
은평구,932. 예일여중,202404,1493,1544
은평구,933. 역촌종합시장 버스정류장(예일여고 방면),202404,2477,2679
은평구,934. 신사동 성당,202404,318,172
은평구,937. 상림마을 롯데캐슬2단지 옆,202404,232,286
은평구,938. 금암 문화공원,202404,334,365
은평구,939. 은평구청 교차로,202404,882,815
은평구,941. 은평뉴타운 도서관,202404,737,292
은평구,942. 상림마을 생태공원,202404,503,489
은평구,943. 은평구청 보건소,202404,2228,2251
은평구,945. 기자촌 사거리 A,202404,146,92
은평구,946. 독바위역 ,202404,812,747
은평구,947. 연신내 선일하이츠빌 정류소,202404,535,513
은평구,948. 디지털미디어 시티역 4번출구(DMC역),202404,980,975
은평구,949. 연신내역 1번 출구 ,202404,1390,1832
은평구,950. 구산역 2번 출구 예일여고 버스정류장,202404,1567,1823
은평구,952. 서울연신중학교,202404,537,463
은평구,953. 서울연신초등학교,202404,600,547
은평구,954. 은평뉴타운구파발9단지,202404,856,906
은평구,956. 응암시장교차로,202404,2527,3212
은평구,958. 본 서부병원 버스정류장(은평 세무서 방면),202404,1530,1484
은평구,959. 구파발10단지 인근,202404,422,423
은평구,960. 구파발역 환승센터,202404,824,1183
은평구,961. 불광역 9번 출구,202404,1515,1554
은평구,962. 은평뉴타운 힐데스하임,202404,1277,1290
은평구,963. 불광롯데캐슬아파트 앞,202404,902,905
은평구,964. 북한산힐스테이트 7차아파트,202404,498,369
은평구,965. 서울특별시 은평병원,202404,626,252
은평구,966. 서울혁신파크1,202404,205,203
은평구,967. 서울혁신파크2,202404,502,500
은평구,968. 은평뉴타운 상림마을 13단지,202404,204,172
은평구,969. 은평 지웰테라스,202404,214,203
은평구,971. 역촌 센트레빌 아파트,202404,666,134
은평구,973.제각말푸르지오 5-1단지 아파트,202404,271,146
은평구,974.연신초등학교옆 마을마당,202404,195,150
은평구,975.백련산 힐스테이트상가앞,202404,700,269
은평구,976.진관고등학교앞,202404,790,838
은평구,977.신도중학교앞,202404,247,80
은평구,978.녹번 힐스테이트상가앞,202404,258,151
은평구,979.원풍빌라앞,202404,827,721
은평구,982. 녹번초등학교(서오릉로),202404,1012,1015
은평구,984.상신초등학교앞 버스정류장,202404,1394,1368
은평구,985. 은평세무서 버스정류장(은평구청 방면),202404,1731,1738
은평구,989. 신응교(가좌로) 앞,202404,2399,3051
은평구,991.흥국사 정류장,202404,285,273
은평구,992.북한산입구 정류장,202404,305,273
은평구,993.은평뉴타운 은뜨락아파트앞,202404,679,337
은평구,994.북한산생태공원입구(교통섬),202404,324,310
은평구,995.은평다목적체육관,202404,647,528
은평구,996.응암역2번출구 국민은행 앞,202404,4957,6376
종로구,301. 경복궁역 7번출구 앞,202404,1693,1223
종로구,302. 경복궁역 4번출구 뒤,202404,3259,3276
종로구,303. 광화문역 1번출구 앞,202404,3565,3103
종로구,305. 종로구청 옆,202404,2948,2731
종로구,307. 서울역사박물관 앞,202404,1226,1099
종로구,308. 광화문 S타워 앞,202404,3049,2703
종로구,309. 광화문역 6번출구 옆 B,202404,1049,737
종로구,314. 국립현대미술관,202404,1487,1457
종로구,316. 종각역 1번출구 앞,202404,2379,2315
종로구,326. 안국역 5번출구 앞,202404,1954,1350
종로구,327. 낙원상가 옆,202404,1767,1737
종로구,328. 탑골공원 앞,202404,1020,952
종로구,329. 청계2가 사거리 옆,202404,2010,1890
종로구,334. 종로3가역 2번출구 뒤,202404,1678,1619
종로구,335. 종로3가역 15번출구 앞,202404,1370,1356
종로구,337. 창경궁 입구,202404,1035,1031
종로구,338. 세운스퀘어 앞,202404,816,798
종로구,339. 종로4가 사거리,202404,1521,1489
종로구,340. 혜화동 로터리,202404,1796,1806
종로구,3401.창신두산아파트,202404,265,265
종로구,3402.이화공영주차장,202404,619,611
종로구,3404.서울특별시 중부교육지원청,202404,195,192
종로구,3405.파크팰리스,202404,1023,955
종로구,3407.안국동사거리(신),202404,2356,2130
종로구,3408.종로타워빌딩,202404,1689,1660
종로구,341. 혜화역 3번출구 뒤,202404,1561,1557
종로구,3410.종로3가역 8번출구,202404,3553,3582
종로구,3411.종묘,202404,1479,1471
종로구,3412.세운상가,202404,1151,1144
종로구,3413.종로플레이스,202404,2908,3073
종로구,3414.종로5가역 4번출구,202404,1792,1775
